id	persName	QID	ttu_id
ttu_462_person_0	Tony Nadal	Q111442803	
ttu_462_person_1	Tony	Q111442803	
ttu_462_person_2	Lyndon B. Johnson	Q9640	
ttu_462_person_3	John Herren	Q111678638	
ttu_462_person_4	Tim Brown	Q111630856	
ttu_462_person_5	Hal Moore	Q430209	
ttu_462_person_6	Hal Moore	Q430209	
ttu_462_person_7	Colonel Brown	Q111630856	
ttu_462_person_8	Colonel Brown	Q111630856	
ttu_462_person_9	Colonel Brown	Q111630856	
ttu_462_person_10	Hal Moore	Q430209	
ttu_462_person_11	Hal Moore	Q430209	
ttu_462_person_12	Hal Moore	Q430209	
ttu_462_person_13	Basil L. Plumley	Q2535583	
ttu_462_person_14	Hal Moore	Q430209	
ttu_462_person_15	Ray Lefebvre	Q111908628	
ttu_462_person_16	Ray	Q111908628	
ttu_462_person_17	Hal Moore	Q430209	
ttu_462_person_18	Charles Alvin Beckwith	Q912227	
ttu_462_person_19	Hal Moore	Q430209	
ttu_462_person_20	John Herren	Q111678638	
ttu_462_person_21	Bob Edwards	Q111008041	
ttu_462_person_22	Greg Dillon	Q111442679	
ttu_462_person_23	Hal Moore	Q430209	
ttu_462_person_24	Greg	Q111442679	
ttu_462_person_25	Hal Moore	Q430209	
ttu_462_person_26	George Jennings	Q111658932	
ttu_462_person_27	Joe Marm	Q7965296	
ttu_462_person_28	Hal Moore	Q430209	
ttu_462_person_29	Hal Moore	Q430209	
ttu_462_person_30	Hal Moore	Q430209	
ttu_462_person_31	Hal Moore	Q430209	
ttu_462_person_32	Hal Moore	Q430209	
ttu_462_person_33	John Herren	Q111678638	
ttu_462_person_34	Sergeant Nathan	Q111634099	
ttu_462_person_35	Lieutenant Taft	Q111658827	
ttu_462_person_36	Lieutenant Taft	Q111658827	
ttu_462_person_37	Bill	Q111660664	
ttu_462_person_38	Hal Moore	Q430209	
ttu_462_person_39	Lieutenant Taft	Q111658827	
ttu_462_person_40	Taft	Q111658827	
ttu_462_person_41	Sergeant Gillam		ttu_0087
ttu_462_person_42	Hal Moore	Q430209	
ttu_462_person_43	Sergeant Floyd	Q111658855	
ttu_462_person_44	Taft	Q111658827	
ttu_462_person_45	Sergeant Nathan	Q111634099	
ttu_462_person_46	Joe Marm	Q7965296	
ttu_462_person_47	Lieutenant Taft	Q111658827	
ttu_462_person_48	Joe Marm	Q7965296	
ttu_462_person_49	Hal Moore	Q430209	
ttu_462_person_50	Tony	Q111442803	
