id	placeName	QID	ttu_id	coordinate location
ttu_454_place_0	"Washington, D.C."	Q61		"38.895,-77.036666666667"
ttu_454_place_1	Hilton Crystal City	Q110624980		"38.85273695571491,-77.0517220465822"
ttu_454_place_2	Vietnam	Q881		"16,108"
ttu_454_place_3	Victoria	Q784496		"28.816944444444,-96.993333333333"
ttu_454_place_4	Franklin	Q974124		"31.0261,-96.4861"
ttu_454_place_5	Virginia	Q1370		"37.5,-79"
ttu_454_place_6	Western North Carolina	Q7988113		"35.88,-82.36"
ttu_454_place_7	Tennessee	Q1509		"36,-86"
ttu_454_place_8	Texas	Q1439		"31,-100"
ttu_454_place_9	Key West	Q485186		"24.559722222222,-81.783611111111"
ttu_454_place_10	New Orleans	Q34404		"29.95465,-90.07507"
ttu_454_place_11	Texas	Q1439		"31,-100"
ttu_454_place_12	Robertson County	Q26506		"31.03,-96.51"
ttu_454_place_13	Hollywood	Q34006		"34.098333333333336,-118.32666666666667"
ttu_454_place_14	Vietnam	Q881		"16,108"
ttu_454_place_15	North Carolina	Q1454		"35.5,-80"
ttu_454_place_16	Texas	Q1439		"31,-100"
ttu_454_place_17	Houston	Q16555		"29.762777777778,-95.383055555556"
ttu_454_place_18	Kansas City	Q41819		"39.05,-94.583333333333"
ttu_454_place_19	Houston	Q16555		"29.762777777778,-95.383055555556"
ttu_454_place_20	Dallas	Q16557		"32.779166666667,-96.808888888889"
ttu_454_place_21	Kansas City	Q41819		"39.05,-94.583333333333"
ttu_454_place_22	New York City	Q60		"40.712728,-74.006015"
ttu_454_place_23	New York City	Q60		"40.712728,-74.006015"
ttu_454_place_24	Kansas	Q1558		"38.5,-98"
ttu_454_place_25	Missouri	Q1581		"38.5,-92.5"
ttu_454_place_26	Kansas City	Q41819		"39.05,-94.583333333333"
ttu_454_place_27	Topeka	Q41057		"39.04833,-95.67804"
ttu_454_place_28	Kansas	Q1558		"38.5,-98"
ttu_454_place_29	Maine	Q724		"45.5,-69"
ttu_454_place_30	Maine	Q724		"45.5,-69"
ttu_454_place_31	Vermont	Q16551		"44,-72.7"
ttu_454_place_32	Vietnam	Q881		"16,108"
ttu_454_place_33	United States of America	Q30		"39.828175,-98.5795"
ttu_454_place_34	New York City	Q60		"40.712728,-74.006015"
ttu_454_place_35	Topeka	Q41057		"39.04833,-95.67804"
ttu_454_place_36	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_37	Texas	Q1439		"31,-100"
ttu_454_place_38	Dallas	Q16557		"32.779166666667,-96.808888888889"
ttu_454_place_39	Tokyo	Q1490		"35.689722222222,139.69222222222"
ttu_454_place_40	New York City	Q60		"40.712728,-74.006015"
ttu_454_place_41	Tokyo	Q1490		"35.689722222222,139.69222222222"
ttu_454_place_42	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_43	Tokyo	Q1490		"35.689722222222,139.69222222222"
ttu_454_place_44	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_45	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_46	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_47	Da Nang	Q25282		"16.069444444444443,108.20972222222223"
ttu_454_place_48	United States of America	Q30		"39.828175,-98.5795"
ttu_454_place_51	Da Nang	Q25282		"16.069444444444443,108.20972222222223"
ttu_454_place_53	Texas	Q1439		"31,-100"
ttu_454_place_54	United States of America	Q30		"39.828175,-98.5795"
ttu_454_place_55	Vietnam	Q881		"16,108"
ttu_454_place_56	Vietnam	Q881		"16,108"
ttu_454_place_57	"Washington, D.C."	Q61		"38.895,-77.036666666667"
ttu_454_place_58	The Pentagon	Q11208		"38.871111,-77.055833"
ttu_454_place_59	Vietnam	Q881		"16,108"
ttu_454_place_60	California	Q99		"37,-120"
ttu_454_place_61	California Vietnam Veterans Memorial	Q49476581		"38.575555555556,-121.48833333333"
ttu_454_place_62	California	Q99		"37,-120"
ttu_454_place_65	LZ Falcon	Q110624865		"13.62278,107.76417"
ttu_454_place_66	Ho Chi Minh City	Q1854		"10.816666666667,106.63333333333"
ttu_454_place_67	Da Nang	Q25282		"16.069444444444443,108.20972222222223"
ttu_454_place_68	Da Nang	Q25282		"16.069444444444443,108.20972222222223"
ttu_454_place_69	Pleiku	Q30599		"13.971519,108.014673"
ttu_454_place_70	Đức Cơ Camp	Q18639590		"13.788,107.627"
ttu_454_place_71	Walter Reed National Military Medical Center	Q1457886		"39.00194444444445,-77.09361111111112"
