id	persName	QID	ttu_id
ttu_469_person_0	Ervin		ttu_0121
ttu_469_person_1	Robert H. Edwards	Q111008041	
ttu_469_person_2	Ernie Paolone		ttu_0122
ttu_469_person_3	Sergeant Castleberry		ttu_0123
ttu_469_person_4	Lyndon B. Johnson	Q9640	
ttu_469_person_5	Sergeant Castleberry		ttu_0123
ttu_469_person_6	Billy Connors		ttu_0124
ttu_469_person_7	Sergeant Castleberry		ttu_0123
ttu_469_person_8	Robert H. Edwards	Q111008041	
ttu_469_person_9	Robert H. Edwards	Q111008041	
ttu_469_person_10	Robert H. Edwards	Q111008041	
ttu_469_person_11	Castleberry		ttu_0123
ttu_469_person_12	Paolone		ttu_0122
ttu_469_person_13	Robert H. Edwards	Q111008041	
ttu_469_person_14	Castleberry		ttu_0123
ttu_469_person_15	Castleberry		ttu_0123
ttu_469_person_16	Robert H. Edwards	Q111008041	
ttu_469_person_17	Sergeant Castleberry		ttu_0123
ttu_469_person_18	Robert H. Edwards	Q111008041	
ttu_469_person_19	Robert H. Edwards	Q111008041	
ttu_469_person_20	Sergeant Castleberry		ttu_0123
ttu_469_person_21	Robert H. Edwards	Q111008041	
ttu_469_person_22	Ernie Paolone		ttu_0122
ttu_469_person_23	Sergeant Castleberry		ttu_0123
ttu_469_person_24	Robert H. Edwards	Q111008041	
ttu_469_person_25	Sergeant Castleberry		ttu_0123
ttu_469_person_26	Robert H. Edwards	Q111008041	
ttu_469_person_27	Robert H. Edwards	Q111008041	
ttu_469_person_28	Robert H. Edwards	Q111008041	
ttu_469_person_29	Robert H. Edwards	Q111008041	
ttu_469_person_30	Robert H. Edwards	Q111008041	
ttu_469_person_31	Robert H. Edwards	Q111008041	
ttu_469_person_32	Robert H. Edwards	Q111008041	
ttu_469_person_33	Robert H. Edwards	Q111008041	
ttu_469_person_34	Hal Moore	Q430209	
ttu_469_person_35	Paolone		ttu_0122
ttu_469_person_36	Paolone		ttu_0122
ttu_469_person_37	Robert H. Edwards	Q111008041	
ttu_469_person_38	Robert H. Edwards	Q111008041	
ttu_469_person_39	Robert H. Edwards	Q111008041	
ttu_469_person_40	Paolone		ttu_0122
ttu_469_person_41	Paolone		ttu_0122
ttu_469_person_42	Robert H. Edwards	Q111008041	
ttu_469_person_43	Robert H. Edwards	Q111008041	
ttu_469_person_44	Robert H. Edwards	Q111008041	
ttu_469_person_45	Ervin		ttu_0121
