id	persName	QID	ttu_id
ttu_503_person_0	Richard Verrone	Q111653126	
ttu_503_person_1	Camille Olsen	Q114443478	
ttu_503_person_2	Camille	Q114443478	
ttu_503_person_3	John Geoghegan	Q6235071	
ttu_503_person_4	Stephanie		ttu_0193
ttu_503_person_5	John Geoghegan	Q6235071	
ttu_503_person_6	John Geoghegan	Q6235071	
ttu_503_person_7	John Geoghegan	Q6235071	
ttu_503_person_8	John		ttu_0011
ttu_503_person_9	John Johns		ttu_0011
ttu_503_person_10	Tony Cordera		ttu_0194
ttu_503_person_11	Stephanie		ttu_0193
ttu_503_person_12	Ray		ttu_0195
ttu_503_person_13	John Geoghegan	Q6235071	
ttu_503_person_14	Randall Wallace	Q1339625	
ttu_503_person_15	Willie Godboldt		
ttu_503_person_16	Hal Moore	Q430209	
ttu_503_person_17	Julia Compton Moore	Q6306317	
ttu_503_person_18	John		ttu_0011
ttu_503_person_19	Hal Moore	Q430209	
ttu_503_person_20	John Geoghegan	Q6235071	
ttu_503_person_21	Randall Wallace	Q1339625	
ttu_503_person_22	Keri Russell	Q229426	
ttu_503_person_23	Chris Klein	Q343453	
ttu_503_person_24	Chris Klein	Q343453	
ttu_503_person_25	Keri Russell	Q229426	
ttu_503_person_26	Keri Russell	Q229426	
ttu_503_person_27	Keri Russell	Q229426	
ttu_503_person_28	Keri Russell	Q229426	
ttu_503_person_29	Keri Russell	Q229426	
ttu_503_person_30	Keri Russell	Q229426	
ttu_503_person_31	Keri Russell	Q229426	
ttu_503_person_32	Randall Wallace	Q1339625	
ttu_503_person_33	Chris Klein	Q343453	
ttu_503_person_34	Keri Russell	Q229426	
ttu_503_person_35	Greg		ttu_0195
ttu_503_person_36	Greg		ttu_0195
ttu_503_person_37	Julia		ttu_0196
ttu_503_person_38	John Geoghegan	Q6235071	
ttu_503_person_39	Cammie	Q114443478	
