id	name	QID	ttu_id	start time	end time	point in time
ttu_469_event_0	Battle of Ia Drang	Q714749		1965-11-14T00:00:00Z	1965-11-18T00:00:00Z	
ttu_469_event_1	Pleiku Campaign	Q24189107				1965-11-26T00:00:00Z
ttu_469_event_2	Battle of Ia Drang	Q714749		1965-11-14T00:00:00Z	1965-11-18T00:00:00Z	
ttu_469_event_3	Battle of Ia Drang	Q714749		1965-11-14T00:00:00Z	1965-11-18T00:00:00Z	
