id	name
ttu_502_event_0	battles of the Ia Drang Valley
ttu_502_event_1	battle of the Ia Drang Valley
ttu_502_event_2	World War II
ttu_502_event_3	World War II
ttu_502_event_4	World War II
ttu_502_event_5	Korea
ttu_502_event_6	Vietnam
