id	persName	QID	ttu_id
ttu_484_person_47	Paul Edward Hurdle	Q111903253	
ttu_484_person_48	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_484_person_49	Salem		
ttu_484_person_50	John D. Herren	Q111678638	
ttu_484_person_51	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_484_person_52	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_484_person_53	John D. Herren	Q111678638	
ttu_484_person_54	Herman Wirth	Q111908894	
ttu_484_person_55	Bruce Perry Crandall	Q3431327	
ttu_484_person_56	Bruce Perry Crandall	Q3431327	
ttu_484_person_57	Ed Freeman	Q5334823	
ttu_484_person_58	Bruce Perry Crandall	Q3431327	
ttu_484_person_59	Hal Moore	Q430209	
ttu_484_person_60	Hal Moore	Q430209	
ttu_484_person_61	Bruce Perry Crandall	Q3431327	
ttu_484_person_62	Hal Moore	Q430209	
ttu_484_person_63	Hal Moore	Q430209	
ttu_484_person_64	Hal Moore	Q430209	
ttu_484_person_65	Bruce Perry Crandall	Q3431327	
ttu_484_person_66	Gregory P. Dillon	Q111442679	
ttu_484_person_67	Gregory P. Dillon	Q111442679	
ttu_484_person_68	Gregory P. Dillon	Q111442679	
ttu_484_person_69	Hank Coga		ttu_0167
ttu_484_person_70	Gregory P. Dillon	Q111442679	
ttu_484_person_71	Gregory P. Dillon	Q111442679	
ttu_484_person_72	Gregory P. Dillon	Q111442679	
ttu_484_person_73	Gregory P. Dillon	Q111442679	
ttu_484_person_74	Robert B. Tully	Q111597631	
ttu_484_person_75	John D. Herren	Q111678638	
ttu_484_person_76	Parnell Watson Bethune	Q111903302	
ttu_484_person_77	Richard I. Merchant	Q111678651	
ttu_484_person_78	Hal Moore	Q430209	
ttu_484_person_79	Ken Dunkin	Q111903307	
ttu_484_person_80	John D. Herren	Q111678638	
ttu_484_person_81	Ken Dunkin	Q111903307	
ttu_484_person_82	Hal Moore	Q430209	
ttu_484_person_83	John D. Herren	Q111678638	
ttu_484_person_84	Richard I. Merchant	Q111678651	
ttu_484_person_85	John D. Herren	Q111678638	
ttu_484_person_86	Hal Moore	Q430209	
ttu_484_person_87	Glenn Alexander Kennedy	Q111903264	
ttu_484_person_88	Glenn Alexander Kennedy	Q111903264	
ttu_484_person_89	John D. Herren	Q111678638	
ttu_484_person_90	Basil L. Plumley	Q2535583	
ttu_484_person_91	Basil L. Plumley	Q2535583	
ttu_484_person_92	Basil L. Plumley	Q2535583	
ttu_484_person_93	Basil L. Plumley	Q2535583	
ttu_484_person_94	Basil L. Plumley	Q2535583	
ttu_484_person_95	Basil L. Plumley	Q2535583	
ttu_484_person_96	Basil L. Plumley	Q2535583	
ttu_484_person_97	Basil L. Plumley	Q2535583	
ttu_484_person_98	Mrs. Merchant		ttu_0166
ttu_484_person_99	Richard I. Merchant	Q111678651	
ttu_484_person_100	Basil L. Plumley	Q2535583	
ttu_484_person_101	Sam Elliott	Q311314	
ttu_484_person_102	Basil L. Plumley	Q2535583	
ttu_484_person_103	Basil L. Plumley	Q2535583	
ttu_484_person_104	Joseph L. Galloway	Q3185182	
ttu_484_person_105	Basil L. Plumley	Q2535583	
ttu_484_person_106	Basil L. Plumley	Q2535583	
ttu_484_person_107	Basil L. Plumley	Q2535583	
ttu_484_person_108	Hal Moore	Q430209	
ttu_484_person_109	Joseph L. Galloway	Q3185182	
ttu_484_person_110	Joseph L. Galloway	Q3185182	
ttu_484_person_111	Joseph L. Galloway	Q3185182	
ttu_484_person_112	Joseph L. Galloway	Q3185182	
ttu_484_person_113	Hal Moore	Q430209	
ttu_484_person_114	Joseph L. Galloway	Q3185182	
ttu_484_person_115	Hal Moore	Q430209	
ttu_484_person_116	Joseph L. Galloway	Q3185182	
ttu_484_person_117	Hal Moore	Q430209	
ttu_484_person_118	Richard I. Merchant	Q111678651	
ttu_484_person_119	Gregory P. Dillon	Q111442679	
ttu_484_person_120	Jerry Whiteside	Q111903185	
ttu_484_person_121	Hal Moore	Q430209	
ttu_484_person_122	Hal Moore	Q430209	
ttu_484_person_123	Jerry Whiteside	Q111903185	
ttu_484_person_124	Jerry Whiteside	Q111903185	
ttu_484_person_125	Jerry Whiteside	Q111903185	
ttu_484_person_126	Hal Moore	Q430209	
ttu_484_person_127	Gerald Grohowski	Q111722487	
ttu_484_person_128	Richard I. Merchant	Q111678651	
ttu_484_person_129	Hal Moore	Q430209	
ttu_484_person_130	Robert Brown	Q111908923	
ttu_484_person_131	Hal Moore	Q430209	
ttu_484_person_132	Hal Moore	Q430209	
ttu_484_person_133	Hal Moore	Q430209	
ttu_484_person_134	Richard I. Merchant	Q111678651	
ttu_484_person_135	Randall Wallace	Q1339625	
ttu_484_person_136	Mel Gibson	Q42229	
ttu_484_person_137	Mel Gibson	Q42229	
ttu_484_person_138	Hal Moore	Q430209	
ttu_484_person_139	Robert Redford	Q59215	
ttu_484_person_140	Gregory P. Dillon	Q111442679	
ttu_484_person_141	Gregory P. Dillon	Q111442679	
ttu_484_person_142	Ramon Antonio Nadal	Q111442803	
ttu_484_person_143	John D. Herren	Q111678638	
ttu_484_person_144	Luther Vermont Gilreath	Q111678633	
ttu_484_person_145	Basil L. Plumley	Q2535583	
ttu_484_person_146	Richard I. Merchant	Q111678651	
ttu_484_person_147	Hal Moore	Q430209	
ttu_484_person_148	Thomas W. Brown	Q111630856	
ttu_484_person_149	Fort Benning		
ttu_484_person_150	Richard I. Merchant	Q111678651	
