id	persName	QID	ttu_id
ttu_460_person_0	Dr. Ron Milam	Q110624764	
ttu_460_person_1	Bud Alley	Q111653474	
ttu_460_person_2	Bud Alley	Q111653474	
ttu_460_person_3	Enrique Pujals	Q111653479	
ttu_460_person_4	Jim Bail		ttu_0032
ttu_460_person_5	Paul Bonacourse		ttu_0033
ttu_460_person_6	Mike Mantegna	Q111653572	
ttu_460_person_7	Joe Marm	Q7965296	
ttu_460_person_8	Benning		
ttu_460_person_9	Barney Gill		ttu_0068
ttu_460_person_10	Barney		ttu_0068
ttu_460_person_11	Barney		ttu_0068
ttu_460_person_12	Barney		ttu_0068
ttu_460_person_13	Lyndon B. Johnson	Q9640	
ttu_460_person_14	Johnson		
ttu_460_person_15	Bernard B. Fall	Q213957	
ttu_460_person_16	Colonel John D. White	Q111659224	
ttu_460_person_17	Bernard B. Fall	Q213957	
ttu_460_person_18	William Westmoreland	Q298793	
ttu_460_person_19	Dan Boone	Q111653580	
ttu_460_person_20	Major Mallet	Q111653589	
ttu_460_person_21	Lieutenant John Howard	Q111653597	
ttu_460_person_22	John	Q111653597	
ttu_460_person_23	John	Q111653597	
ttu_460_person_24	Captain Dan	Q111653580	
ttu_460_person_25	Major Henry	Q111653614	
ttu_460_person_26	Colonel Moore	Q430209	
ttu_460_person_27	Major Henry	Q111653614	
ttu_460_person_28	John Howard	Q111653597	
ttu_460_person_29	John	Q111653597	
ttu_460_person_30	Joel Sugdinis	Q111443804	
ttu_460_person_31	Major Henry	Q111653614	
ttu_460_person_32	Sugdinis	Q111443804	
ttu_460_person_33	John	Q111653597	
ttu_460_person_34	John	Q111653597	
ttu_460_person_35	Colonel Moore	Q430209	
ttu_460_person_36	Pat Payne		ttu_0077
ttu_460_person_37	Dan	Q111653580	
ttu_460_person_38	Dan Boone	Q111653580	
ttu_460_person_39	Doc Shucart	Q111653617	
ttu_460_person_40	Charlie Company		
ttu_460_person_41	Joel	Q111443804	
ttu_460_person_42	Captain Forrest	Q111597595	
ttu_460_person_43	John Howard Nash	Q111653597	
ttu_460_person_44	John	Q111653597	
ttu_460_person_45	John	Q111653597	
ttu_460_person_46	Tony Nadal	Q111442803	
ttu_460_person_47	Frank Henry	Q111653614	
ttu_460_person_48	Frank	Q111653614	
ttu_460_person_49	John Howard	Q111653597	
ttu_460_person_50	John	Q111653597	
ttu_460_person_51	Lieutenant Butch Aull	Q111658741	
ttu_460_person_52	Butch	Q111658741	
ttu_460_person_53	Aull	Q111658741	
ttu_460_person_54	Butch	Q111658741	
ttu_460_person_55	Butch	Q111658741	
ttu_460_person_56	Butch	Q111658741	
ttu_460_person_57	Butch	Q111658741	
ttu_460_person_58	Jim Brigham	Q111658774	
ttu_460_person_59	Jim	Q111658774	
ttu_460_person_60	Jim	Q111658774	
ttu_460_person_61	John Howard	Q111653597	
ttu_460_person_62	John	Q111653597	
ttu_460_person_63	John	Q111653597	
ttu_460_person_64	John	Q111653597	
ttu_460_person_65	John	Q111653597	
ttu_460_person_66	John	Q111653597	
ttu_460_person_67	Colonel Moore	Q430209	
ttu_460_person_68	William Westmoreland	Q298793	
ttu_460_person_69	William Westmoreland	Q298793	
