id	name	QID	ttu_id	start time	end time	point in time
ttu_466_event_0	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	  
ttu_466_event_1	Battle of Bong Son	Q4870513		1966-01-28T00:00:00Z	1966-02-12T00:00:00Z	
