id	name	QID	ttu_id	start time	end time	point in time
ttu_472_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
ttu_472_event_1	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
ttu_472_event_2	Pleiku Campaign	Q24189107				1965-11-26T00:00:00Z
ttu_472_event_3	Pleiku Campaign	Q24189107				1965-11-26T00:00:00Z
ttu_472_event_4	Combat at LZ X-Ray	Q110624716		1965-11-14T00:00:00Z	1965-11-16T00:00:00Z	
