id	orgName	QID	ttu_id
ttu_477_org_0	17th Aviation Brigade	Q4553583	
ttu_477_org_1	United States Air Force	Q11223	
ttu_477_org_2	United States Air Force	Q11223	
ttu_477_org_3	11th Airborne Division	Q169980	
ttu_477_org_4	11th Airborne Division	Q169980	
ttu_477_org_5	2nd Infantry Division	Q210607	
ttu_477_org_6	1st Cavalry Division	Q2338	
ttu_477_org_7	1st Cavalry Division	Q2338	
ttu_477_org_8	17th Aviation Brigade	Q4553583	
ttu_477_org_9	1st Cavalry Division	Q2338	
ttu_477_org_10	17th Aviation Brigade	Q4553583	
ttu_477_org_11	1st Cavalry Division	Q2338	
ttu_477_org_12	1st Cavalry Division	Q2338	
ttu_477_org_13	17th Aviation Brigade	Q4553583	
ttu_477_org_14	1st Cavalry Division	Q2338	
ttu_477_org_15	1st Cavalry Division	Q2338	
ttu_477_org_16	1st Cavalry Division	Q2338	
ttu_477_org_17	1st Cavalry Division	Q2338	
ttu_477_org_18	11th Airborne Division	Q169980	
ttu_477_org_19	17th Aviation Brigade	Q4553583	
ttu_477_org_20	17th Aviation Brigade	Q4553583	
ttu_477_org_21	5th Infantry Regiment	Q4641330	
ttu_477_org_22	People's Army of Vietnam	Q3936506	
ttu_477_org_23	1st Cavalry Division	Q2338	
ttu_477_org_24	1st Cavalry Division	Q2338	
ttu_477_org_25	1st Battalion, 7th Cavalry Regiment	Q110641589	
ttu_477_org_26	1st Cavalry Division	Q2338	
ttu_477_org_27	People's Army of Vietnam	Q3936506	
ttu_477_org_28	The Air Force	Q7712925	
ttu_477_org_29	United States Army	Q9212	
ttu_477_org_30	1st Cavalry Division	Q2338	
ttu_477_org_31	7th Regiment	Q4644024	
ttu_477_org_32	United States Army	Q9212	
ttu_477_org_33	Vietnamese		
ttu_477_org_34	United States Air Force	Q11223	
ttu_477_org_35	1st Cavalry Division	Q2338	
ttu_477_org_36	1st Cavalry Division	Q2338	
ttu_477_org_37	1st Cavalry Division	Q2338	
ttu_477_org_38	1st Cavalry Division	Q2338	
ttu_477_org_39	United States Air Force	Q11223	
ttu_477_org_40	United States Air Force	Q11223	
ttu_477_org_41	1st Cavalry Division	Q2338	
ttu_477_org_42	Eighth Air Force	Q270921	
ttu_477_org_43	Seventh Air Force	Q483080	
ttu_477_org_44	1st Cavalry Division	Q2338	
ttu_477_org_45	1st Cavalry Division	Q2338	
ttu_477_org_46	1st Cavalry Division	Q2338	
ttu_477_org_47	1st Cavalry Division	Q2338	
ttu_477_org_48	1st Cavalry Division	Q2338	
ttu_477_org_49	1st Cavalry Division	Q2338	
ttu_477_org_50	Emory University	Q621043	
ttu_477_org_51	United Way of America	Q3050859	
ttu_477_org_52	Audobon Society Mississippi	Q111603417	
ttu_477_org_53	1st Cavalry Division	Q2338	
ttu_477_org_54	1st Battalion, 7th Cavalry Regiment	Q110641589	
ttu_477_org_55	5th Infantry Regiment	Q4641330	
ttu_477_org_56	1st Cavalry Division	Q2338	
ttu_477_org_57	United States Army	Q9212	
ttu_477_org_58	United States Air Force	Q11223	
ttu_477_org_59	United States Air Force	Q11223	
ttu_477_org_60	United States Army	Q9212	
ttu_477_org_61	United States Air Force	Q11223	
ttu_477_org_62	United States Air Force	Q11223	
ttu_477_org_63	17th Aviation Brigade	Q4553583	
ttu_477_org_64	United States Air Force	Q11223	
ttu_477_org_65	United States Air Force	Q11223	
ttu_477_org_66	United States Air Force	Q11223	
ttu_477_org_67	United States Air Force	Q11223	
ttu_477_org_68	United States Army	Q9212	
ttu_477_org_69	United States Air Force	Q11223	
