id	persName	QID	ttu_id
ttu_454_person_0	Richard Verrone	Q111653126	
ttu_454_person_1	Joseph L. Galloway	Q3185182	
ttu_454_person_2	Joseph L. Galloway	Q3185182	
ttu_454_person_3	Ernie Pyle	Q38415	
ttu_454_person_4	Ernie Pyle	Q38415	
ttu_454_person_5	Mr. Jim Wreck		ttu_0005
ttu_454_person_6	James Reed		ttu_0006
ttu_454_person_7	Sergeant James Aisha Galloway		ttu_0007
ttu_454_person_8	Hal Moore	Q430209	
ttu_454_person_9	Joshua Lawrence Chamberlain	Q80766	
ttu_454_person_10	Allison		ttu_0008
ttu_454_person_11	John Thomas Allison		ttu_0008
ttu_454_person_12	"Company C, 2nd Battalion, 12th Infantry Regiment"		
ttu_454_person_13	Mark Twain	Q7245	
ttu_454_person_14	Harry S Truman	Q11613	
ttu_454_person_15	Harry S Truman	Q11613	
ttu_454_person_16	Harry S Truman	Q11613	
ttu_454_person_17	Alf Landon	Q665416	
ttu_454_person_18	Nancy Landon Kassebaum	Q458281	
ttu_454_person_19	Franklin Delano Roosevelt	Q8007	
ttu_454_person_20	George McGovern	Q331742	
ttu_454_person_21	Harry S Truman	Q11613	
ttu_454_person_22	Neil Sheehan	Q1238740	
ttu_454_person_23	David Halberstam	Q467156	
ttu_454_person_24	Malcom Brown	Q18630785	
ttu_454_person_25	John Wayne	Q40531	
ttu_454_person_26	Henri Huet	Q1605885	
ttu_454_person_27	Joseph L. Galloway	Q3185182	
ttu_454_person_28	Henri Huet	Q1605885	
ttu_454_person_29	Henri Huet	Q1605885	
ttu_454_person_30	John Wayne	Q40531	
ttu_454_person_31	Henri Huet	Q1605885	
ttu_454_person_32	Henri Huet	Q1605885	
ttu_454_person_33	Henri Huet	Q1605885	
ttu_454_person_34	B. T. Collins	Q4834225	
ttu_454_person_35	Hal Moore	Q430209	
ttu_454_person_36	Sam Bird	Q153242	
ttu_454_person_37	John F. Kennedy	Q9696	
ttu_454_person_38	B. T. Collins	Q4834225	
ttu_454_person_39	Hal Moore	Q430209	
ttu_454_person_41	Jerry Brown	Q152451	
ttu_454_person_42	Barry Pepper	Q315604	
ttu_454_person_43	Joseph L. Galloway	Q3185182	
ttu_454_person_44	Hal Moore	Q430209	
ttu_454_person_45	Joseph L. Galloway	Q3185182	
ttu_454_person_46	Peter Arnett	Q142025	
ttu_454_person_48	Hal Moore	Q430209	
ttu_454_person_49	Matt Dillon	Q111442679	
ttu_454_person_50	Hal Moore	Q430209	
ttu_454_person_51	Hal Moore	Q430209	
ttu_454_person_52	Norman Schwarzkopf Jr.	Q310188	
ttu_454_person_53	Joseph L. Galloway	Q3185182	
