id	placeName
ttu_495_place_0	Washington D.C.
ttu_495_place_1	Hilton Crystal City Hotel
ttu_495_place_2	LZ (Landing Zone) Falcon
ttu_495_place_3	Landing Zone Falcon
ttu_495_place_4	Catecka Tea Plantation
ttu_495_place_5	Landing Zone Falcon
ttu_495_place_6	LZ
ttu_495_place_7	Falcon
ttu_495_place_8	Landing Zone Falcon
ttu_495_place_9	Landing Zone Falcon
ttu_495_place_10	LZ
ttu_495_place_11	Landing Zone Falcon
ttu_495_place_12	Landing Zone X-Ray
ttu_495_place_13	Fort Benning, Georgia
ttu_495_place_14	X-Ray
ttu_495_place_15	X-Ray
ttu_495_place_16	Yankee
ttu_495_place_17	Tango
ttu_495_place_18	X-Ray landing zone
ttu_495_place_19	X-Ray
ttu_495_place_20	Fort Benning, Georgia
ttu_495_place_21	Vietnam
ttu_495_place_22	Golf Course
ttu_495_place_23	landing zone
ttu_495_place_24	Landing Zone X-Ray
ttu_495_place_25	Landing Zone Falcon
ttu_495_place_26	X-Ray
ttu_495_place_27	X-Ray
ttu_495_place_28	Falcon
ttu_495_place_29	Falcon
ttu_495_place_30	Fort Benning, Georgia
ttu_495_place_31	Carolinas
ttu_495_place_32	Fort Benning
ttu_495_place_33	Germany
ttu_495_place_34	Fort Benning, Georgia
ttu_495_place_35	An Khe
ttu_495_place_36	An Khe
ttu_495_place_37	Pleiku
ttu_495_place_38	Falcon
ttu_495_place_39	LZ Crooks
ttu_495_place_40	An Khe
ttu_495_place_41	Crooks
ttu_495_place_42	Falcon
ttu_495_place_43	Landing Zone Crooks
ttu_495_place_44	An Khe
ttu_495_place_45	Landing Zone Crooks
ttu_495_place_46	Pleiku
ttu_495_place_47	An Khe
ttu_495_place_48	Pleiku
ttu_495_place_49	An Khe
ttu_495_place_50	Vietnam
ttu_495_place_51	LZ Falcon
ttu_495_place_52	Vietnam
