id	persName
ttu_488_person_0	Dr. Richard Verrone
ttu_488_person_1	Colonel Rayburn Gene Smith
ttu_488_person_2	Colonel Smith
ttu_488_person_3	Colonel Stockton
ttu_488_person_4	Colonel Stockton
ttu_488_person_5	Stuart
ttu_488_person_6	Robert E. Lee
ttu_488_person_7	Captain Jim Kidd
ttu_488_person_8	Jim
ttu_488_person_9	Jim
ttu_488_person_10	Captain Jonny Gallow
ttu_488_person_11	Johnny Gallow
ttu_488_person_12	Johnny Gallow
ttu_488_person_13	Sergeant Rowley
ttu_488_person_14	Johnny Gallow
ttu_488_person_15	Johnny
ttu_488_person_16	Johnny
ttu_488_person_17	Johnny
ttu_488_person_18	Johnny Gallow
ttu_488_person_19	Sergeant Rowley
ttu_488_person_20	Johnny
ttu_488_person_21	Jim Kidd
ttu_488_person_22	Jim
ttu_488_person_23	Smithy
ttu_488_person_24	Smithy
ttu_488_person_25	Johnny Gallow
ttu_488_person_26	Jim Kidd
ttu_488_person_27	Jim Kidd
ttu_488_person_28	Dick Marshall
ttu_488_person_29	General Moore
ttu_488_person_30	Hal Moore
ttu_488_person_31	Hal Moore
ttu_488_person_32	John Shant
ttu_488_person_33	Hal Moore
ttu_488_person_34	Hal Moore
ttu_488_person_35	John
ttu_488_person_36	Colonel Stockton
ttu_488_person_37	Joe Galloway
ttu_488_person_38	Joe
ttu_488_person_39	Joe
ttu_488_person_40	John B. Stockton
ttu_488_person_41	John B. Stockton
ttu_488_person_42	Joe
ttu_488_person_43	Colonel
