id	placeName	QID	ttu_id	coordinate location
ttu_471_place_33	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_34	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_35	Qui Nhơn	Q36081		13.769580555555555,109.23137222222222
ttu_471_place_36	Qui Nhơn	Q36081		13.769580555555555,109.23137222222222
ttu_471_place_37	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_38	Suối Cả Valley	Q110943631		14.150583,108.957944
ttu_471_place_39	Suối Cả Valley	Q110943631		14.150583,108.957944
ttu_471_place_40	Pleiku	Q30599		13.971519,108.014673
ttu_471_place_41	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_42	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_43	Pleiku	Q30599		13.971519,108.014673
ttu_471_place_44	Camp Holloway	Q5027263		13.973,108.031
ttu_471_place_45	Camp Holloway	Q5027263		13.973,108.031
ttu_471_place_46	Michelin Rubber Plantation	Q6836883		11.266389,106.333333
ttu_471_place_47	Michelin Rubber Plantation	Q6836883		11.266389,106.333333
ttu_471_place_48	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_49	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_50	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_51	Pleiku	Q30599		13.971519,108.014673
ttu_471_place_52	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_53	LZ			
ttu_471_place_54	West Virginia	Q1371		39,-80.5
ttu_471_place_55	Chu Pong Massif	Q65040315		13.572861,107.665980
ttu_471_place_56	Chu Pong Massif	Q65040315		13.572861,107.665980
ttu_471_place_57	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_58	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_59	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_60	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_61	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_62	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_63	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_64	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_65	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_66	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_67	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_68	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_69	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_70	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_71	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_72	Plei Me Camp	Q110624862		13.6175,107.9175
ttu_471_place_73	Vietnam	Q881		16,108
ttu_471_place_74	United States of America	Q30		39.828175,-98.5795
ttu_471_place_75	Vietnam	Q881		16,108
ttu_471_place_76	Pleiku	Q30599		13.971519,108.014673
ttu_471_place_77	Pleiku	Q30599		13.971519,108.014673
ttu_471_place_78	LZ X-Ray	Q110624850		13.567944,107.714
ttu_471_place_79	LZ Albany	Q110624853		13.59528,107.71528
ttu_471_place_80	LZ Albany	Q110624853		13.59528,107.71528
ttu_471_place_81	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_82	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_83	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_84	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_85	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_86	LZ Falcon	Q110624865		13.62278,107.76417
ttu_471_place_87	Vietnam	Q881		16,108
ttu_471_place_88	Vietnam	Q881		16,108
ttu_471_place_89	Phu Bai Combat Base	Q18392575		16.401666666666667,107.70277777777778
ttu_471_place_90	A Shau Valley	Q4073426		16.259305555556,107.2125
ttu_471_place_91	A Shau Valley	Q4073426		16.259305555556,107.2125
ttu_471_place_92	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_93	Khe Sanh	Q1924264		16.627211111111,106.73733333333
ttu_471_place_94	Khe Sanh	Q1924264		16.627211111111,106.73733333333
ttu_471_place_95	Camp Evans	Q18386289		16.561944,107.380000
ttu_471_place_96	I Corps	Q1652977		16.68743,106.884773
ttu_471_place_97	Huế	Q36167		16.46371111111111,107.590825
ttu_471_place_98	National Route 1A	Q1372266		15.098604,108.817229
ttu_471_place_99	An Khê	Q15179893		13.9530664,108.6569463
ttu_471_place_100	Khe Sanh	Q1924264		16.627211111111,106.73733333333
