id	placeName	QID	dvp_id	coordinate location
ttu_480_place_0	Hilton Crystal City	Q110624980		"38.85273695571491,-77.0517220465822"
ttu_480_place_1	Virginia	Q1370		"37.5,-79"
ttu_480_place_2	Cartersville	Q932346		"34.183333333333,-84.8"
ttu_480_place_3	Rome	Q6580		"34.26,-85.185"
ttu_480_place_4	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_5	Germany	Q183		"51,10"
ttu_480_place_6	Vietnam	Q881		"16,108"
ttu_480_place_7	Vietnam	Q881		"16,108"
ttu_480_place_8	Columbus	Q239870		"32.492222222222,-84.940277777778"
ttu_480_place_9	Vietnam	Q881		"16,108"
ttu_480_place_10	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_11	Korea	Q18097		"38.316666666667,127.23333333333"
ttu_480_place_12	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_13	Charleston	Q47716		"32.776111111111,-79.9325"
ttu_480_place_14	Charleston	Q47716		"32.776111111111,-79.9325"
ttu_480_place_15	Fort Stewart	Q1438754		"31.88,-81.6075"
ttu_480_place_16	Savannah	Q83813		"32.050833333333,-81.103888888889"
ttu_480_place_17	Hunter Army Airfield	Q3085119		"32.01,-81.14555556"
ttu_480_place_18	Vietnam	Q881		"16,108"
ttu_480_place_19	Columbus	Q239870		"32.492222222222,-84.940277777778"
ttu_480_place_20	Columbus	Q239870		"32.492222222222,-84.940277777778"
ttu_480_place_21	Charleston	Q47716		"32.776111111111,-79.9325"
ttu_480_place_22	Germany	Q183		"51,10"
ttu_480_place_23	Panama Canal	Q7350		"9.08,-79.68"
ttu_480_place_24	Long Beach	Q16739		"33.768321,-118.1956168"
ttu_480_place_25	Long Beach	Q16739		"33.768321,-118.1956168"
ttu_480_place_26	Hawaii	Q782		"21.3075,-157.8575"
ttu_480_place_27	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_28	An Khê	Q10733203		"16.05222222,108.1855556"
ttu_480_place_29	Golf Course			
ttu_480_place_30	Philippines	Q928		"12,123"
ttu_480_place_31	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_32	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_33	An Khê	Q10733203		"16.05222222,108.1855556"
ttu_480_place_34	An Khê	Q10733203		"16.05222222,108.1855556"
ttu_480_place_35	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_36	An Khê	Q10733203		"16.05222222,108.1855556"
ttu_480_place_37	Georgia	Q1428		"33,-83.5"
ttu_480_place_38	Ia Drang Valley	Q2904975		"13.583333333333,107.71666666667"
ttu_480_place_39	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_40	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_41	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_42	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_480_place_43	Clark Air Base	Q1095676		"15.185833,120.560278"
ttu_480_place_44	Philippines	Q928		"12,123"
ttu_480_place_45	Clark Air Base	Q1095676		"15.185833,120.560278"
ttu_480_place_46	Hawaii	Q782		"21.3075,-157.8575"
ttu_480_place_47	Travis Air Force Base	Q3497425		"38.262777777778,-121.9275"
ttu_480_place_48	Travis Air Force Base	Q3497425		"38.262777777778,-121.9275"
ttu_480_place_49	Scott Air Force Base	Q576617		"38.545177777778,-89.835183333333"
ttu_480_place_50	Scott Air Force Base	Q576617		"38.545177777778,-89.835183333333"
ttu_480_place_51	Walter Reed National Military Medical Center	Q1457886		"39.00194444444445,-77.09361111111112"
ttu_480_place_52	Walter Reed National Military Medical Center	Q1457886		"39.00194444444445,-77.09361111111112"
ttu_480_place_53	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_480_place_54	Bồng Sơn	Q2276503		"14.43333333,109.01666667"
ttu_480_place_55	Walter Reed National Military Medical Center	Q1457886		"39.00194444444445,-77.09361111111112"
ttu_480_place_56	Fort Benning	Q78305201		"32.366111111111,-84.969166666667"
ttu_480_place_57	Vietnam	Q881		"16,108"
ttu_480_place_58	Captain Sugdinis			
ttu_480_place_59	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_60	Fairbanks	Q79638		"64.843611111111,-147.72305555556"
ttu_480_place_61	Vietnam	Q881		"16,108"
ttu_480_place_62	Alaska	Q797		"64,-150"
ttu_480_place_63	Vietnam	Q881		"16,108"
ttu_480_place_64	San Diego	Q16552		"32.715,-117.1625"
ttu_480_place_65	Fairbanks	Q79638		"64.843611111111,-147.72305555556"
ttu_480_place_66	San Diego	Q16552		"32.715,-117.1625"
ttu_480_place_67	Manhattan	Q856841		"39.19,-96.58667"
ttu_480_place_68	Fort Riley	Q1438701		"39.1,-96.816666666667"
ttu_480_place_69	Vietnam	Q881		"16,108"
ttu_480_place_70	Mekong Delta	Q1052867		"10.009,105.824"
ttu_480_place_71	IV Corps	Q105670558		"10.1226,105.5356"
ttu_480_place_72	United States of America	Q30		"39.828175,-98.5795"
ttu_480_place_73	Fort Ord	Q943136		"36.639166666667,-121.73527777778"
ttu_480_place_74	San Diego	Q16552		"32.715,-117.1625"
ttu_480_place_75	Fort Ord	Q943136		"36.639166666667,-121.73527777778"
ttu_480_place_76	Fort Dix	Q1087169		"40.019166666667,-74.522777777778"
ttu_480_place_77	Korea	Q18097		"38.316666666667,127.23333333333"
ttu_480_place_78	Fort Dix	Q1087169		"40.019166666667,-74.522777777778"
ttu_480_place_79	Korea	Q18097		"38.316666666667,127.23333333333"
ttu_480_place_80	Fort Dix	Q1087169		"40.019166666667,-74.522777777778"
ttu_480_place_81	Fort Dix	Q1087169		"40.019166666667,-74.522777777778"
ttu_480_place_82	Iran	Q794		"32,53"
ttu_480_place_83	Iraq	Q796		"33,43"
ttu_480_place_84	Afghanistan	Q889		"33,66"
ttu_480_place_85	Vietnam	Q881		"16,108"
ttu_480_place_86	Vietnam	Q881		"16,108"
ttu_480_place_87	II Corps	Q105670549		"13.8011,108.1624"
ttu_480_place_88	IV Corps	Q105670558		"10.1226,105.5356"
ttu_480_place_89	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_90	Columbus	Q239870		"32.492222222222,-84.940277777778"
ttu_480_place_91	Ia Drang Valley	Q2904975		"13.583333333333,107.71666666667"
ttu_480_place_92	Vietnam	Q881		"16,108"
ttu_480_place_93	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_480_place_94	Vietnam	Q881		"16,108"
ttu_480_place_95	Ia Drang Valley	Q2904975		"13.583333333333,107.71666666667"
ttu_480_place_96	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_480_place_97	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_480_place_98	LZ Columbus	Q110713739		"13.58911111111111,107.74138888888889"
