id	placeName
ttu_486_place_0	Washington D.C.
ttu_486_place_1	Crystal City Hilton
ttu_486_place_2	Ia Drang
ttu_486_place_3	Iran
ttu_486_place_4	Korea
ttu_486_place_5	Pork Chop Hill
ttu_486_place_6	Korea
ttu_486_place_7	Panama
ttu_486_place_8	Costa Rica
ttu_486_place_9	Managua, Nicaragua
ttu_486_place_10	Vietnam
ttu_486_place_11	Korea
ttu_486_place_12	Ia Drang Valley
ttu_486_place_13	LZ (Landing Zone) there at X-Ray
ttu_486_place_14	LZ X-Ray
ttu_486_place_15	Mobile, Alabama
ttu_486_place_16	General Moore
ttu_486_place_17	landing zone X-Ray
ttu_486_place_18	LZ X-Ray
ttu_486_place_19	X-Ray
ttu_486_place_20	landing zone
ttu_486_place_21	Vietnam
ttu_486_place_22	Phoenix
ttu_486_place_23	Freeman
ttu_486_place_24	Vietnam
ttu_486_place_25	White House
ttu_486_place_26	Washington
ttu_486_place_27	Brazil
ttu_486_place_28	Hall of Heroes
ttu_486_place_29	tomb of the unknown
ttu_486_place_30	Denver
ttu_486_place_31	Boise, Idaho
ttu_486_place_32	Boise
ttu_486_place_33	Fort Benning, Georgia
ttu_486_place_34	Saigon
ttu_486_place_35	Saigon
