id	orgName	QID	ttu_id
ttu_469_org_0	1st Battalion of the 21st Artillery	Q110940770	
ttu_469_org_1	1st Cavalry Division	Q2338	
ttu_469_org_2	1st Cavalry Division	Q2338	
ttu_469_org_3	1st Cavalry Division	Q2338	
ttu_469_org_4	1st Cavalry Division	Q2338	
ttu_469_org_5	1st Cavalry Division	Q2338	
ttu_469_org_6	1st Cavalry Division	Q2338	
ttu_469_org_7	1st Cavalry Division	Q2338	
ttu_469_org_8	United States Armed Forces	Q11211	
ttu_469_org_9	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_10	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_11	1st Battalion, 7th Cavalry Regiment	Q110641589	
ttu_469_org_12	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_13	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_14	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_15	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_16	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_17	Reserve Officers' Training Corps	Q489983	
ttu_469_org_18	Officer Candidate School	Q12622609	
ttu_469_org_19	Company C, 1st Battalion, 7th Cavalry Regiment	Q110745354	
ttu_469_org_20	People's Liberation Armed Forces of South Vietnam	Q10810255	
ttu_469_org_21	People's Liberation Armed Forces of South Vietnam	Q10810255	
ttu_469_org_22	1st Cavalry Division	Q2338	
ttu_469_org_23	People's Liberation Armed Forces of South Vietnam	Q10810255	
