id	orgName	QID	ttu_id
ttu_471_org_0	Texas Tech University	Q1423756	
ttu_471_org_1	Vietnam Center and Sam Johnson Vietnam Archive	Q7928492	
ttu_471_org_2	D Company, 229th Assault Helicopter Battalion	Q111192054	
ttu_471_org_3	Reserve Officers' Training Corps	Q489983	
ttu_471_org_4	Marshall University	Q1379613	
ttu_471_org_5	11th Airborne Division	Q169980	
ttu_471_org_6	11th Airborne Division	Q169980	
ttu_471_org_7	11th Airborne Division	Q169980	
ttu_471_org_8	11th Airborne Division	Q169980	
ttu_471_org_9	1st Cavalry Division	Q2338	
ttu_471_org_10	1st Cavalry Division	Q2338	
ttu_471_org_11	United States Army	Q9212	
ttu_471_org_12	United States Army	Q9212	
ttu_471_org_13	1st Cavalry Division	Q2338	
ttu_471_org_14	1st Cavalry Division	Q2338	
ttu_471_org_15	11th Aviation Company	Q110974702	
ttu_471_org_16	1st Cavalry Division	Q2338	
ttu_471_org_17	1st Cavalry Division	Q2338	
ttu_471_org_18	USS Boxer	Q2342422	
ttu_471_org_19	USS Darby	Q7868737	
ttu_471_org_20	USS Boxer	Q2342422	
ttu_471_org_21	1st Cavalry Division	Q2338	
ttu_471_org_22	1st Cavalry Division	Q2338	
ttu_471_org_23	United States Army	Q9212	
ttu_471_org_24	11th Airborne Division	Q169980	
ttu_471_org_25	United States Armed Forces	Q11211	
ttu_471_org_26	Army of the Republic of Vietnam	Q18917	
ttu_471_org_27	United States Armed Forces	Q11211	
ttu_471_org_28	D Company, 229th Assault Helicopter Battalion	Q110832818	
ttu_471_org_29	USS Darby	Q7868737	
ttu_471_org_30	11th Airborne Division	Q169980	
ttu_471_org_31	11th Airborne Division	Q169980	
ttu_471_org_32	Army of the Republic of Vietnam	Q18917	
ttu_471_org_33	Army of the Republic of Vietnam	Q18917	
ttu_471_org_34	People's Army of Vietnam	Q3936506	
ttu_471_org_35	National Front for the Liberation of South Vietnam	Q174423	
ttu_471_org_36	Army of the Republic of Vietnam	Q18917	
ttu_471_org_37	People's Army of Vietnam	Q3936506	
ttu_471_org_38	Michelin	Q151107	
ttu_471_org_39	United States Air Force	Q11223	
ttu_471_org_40	United States Navy	Q11220	
ttu_471_org_41	National Front for the Liberation of South Vietnam	Q174423	
ttu_471_org_42	United States Air Force	Q11223	
ttu_471_org_43	United States Air Force	Q11223	
ttu_471_org_44	United States Navy	Q11220	
ttu_471_org_45	United States Air Force	Q11223	
ttu_471_org_46	1st Cavalry Division	Q2338	
ttu_471_org_47	National Front for the Liberation of South Vietnam	Q174423	
ttu_471_org_48	People's Army of Vietnam	Q3936506	
ttu_471_org_49	People's Army of Vietnam	Q3936506	
ttu_471_org_50	National Front for the Liberation of South Vietnam	Q174423	
ttu_471_org_51	National Front for the Liberation of South Vietnam	Q174423	
ttu_471_org_52	1st Cavalry Division	Q2338	
ttu_471_org_53	United States Army	Q9212	
ttu_471_org_54	1st Cavalry Division	Q2338	
ttu_471_org_55	United States Marine Corps	Q11218	
ttu_471_org_56	1st Cavalry Division	Q2338	
ttu_471_org_57	1st Cavalry Division	Q2338	
ttu_471_org_58	1st Cavalry Division	Q2338	
ttu_471_org_59	United States Marine Corps	Q11218	
ttu_471_org_60	United States Marine Corps	Q11218	
ttu_471_org_61	Texas Tech University	Q1423756	
