id	placeName	QID	ttu_id	coordinate location
ttu_491_place_0	Hilton Crystal City at Washington Reagan National Airport	Q110624980		38.852191,-77.052014
ttu_491_place_1	Ia Drang Valley	Q2904975		13.583333333333,107.71666666667
ttu_491_place_2	Oregon	Q936062		42.9044,-89.4297
ttu_491_place_3	Madison	Q43788		43.07472222222222,-89.38416666666667
ttu_491_place_4	Fort Leonard Wood	Q964399		37.7117044,-92.1458075
ttu_491_place_5	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_491_place_6	Vietnam	Q881		16,108
ttu_491_place_7	New Franken	Q7007694		44.530833333333,-87.825833333333
ttu_491_place_8	Green Bay	Q47430		44.513333333333,-88.015833333333
ttu_491_place_9	New Franken	Q7007694		44.530833333333,-87.825833333333
ttu_491_place_10	Fort Leonard Wood	Q964399		37.7117044,-92.1458075
ttu_491_place_11	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_491_place_12	Vietnam	Q881		16,108
ttu_491_place_13	An Khê	Q10733203		16.05222222,108.1855556
ttu_491_place_14	An Khê	Q10733203		16.05222222,108.1855556
ttu_491_place_15	An Khê	Q10733203		16.05222222,108.1855556
ttu_491_place_16	Camp Radcliff	Q18386291		13.993,108.648498
ttu_491_place_17	Ia Drang Valley	Q2904975		13.583333333333,107.71666666667
ttu_491_place_18	Nha Trang Hospital	Q112310575		12.1339, 109.1134
ttu_491_place_19	Clark Air Base	Q1095676		15.185833,120.560278
ttu_491_place_20	Philippines	Q928		12,123
ttu_491_place_21	United States of America	Q30		39.828175,-98.5795
ttu_491_place_22	United States of America	Q30		39.828175,-98.5795
ttu_491_place_23	Naval Station Great Lakes	Q3337219		42.31,-87.85
ttu_491_place_24	Chicago	Q1297		41.85003,-87.65005
ttu_491_place_25	Vietnam	Q881		16,108
ttu_491_place_26	Nha Trang	Q19491		12.249527,109.190764
ttu_491_place_27	Platoon Sergeant Kluge			
ttu_491_place_28	Germany	Q183		51,10
ttu_491_place_29	Germany	Q183		51,10
ttu_491_place_30	Italy	Q38		42.5,12.5
ttu_491_place_31	Pleiku	Q30599		13.971519,108.014673
ttu_491_place_32	Ho Chi Minh City	Q1854		10.775555555555556,106.70194444444445
ttu_491_place_33	California	Q99		37,-120
ttu_491_place_34	Oakland	Q17042		37.8,-122.25
ttu_491_place_35	San Francisco	Q62		37.7775,-122.41638888888889
ttu_491_place_36	Letterman Army Hospital	Q6533682		37.7994,-122.449
ttu_491_place_37	Fort Benning	Q1438462		32.366111111111,-84.969166666667
ttu_491_place_38	Green Bay	Q47430		44.513333333333,-88.015833333333
ttu_491_place_39	Illinois	Q1204		40.000277777777775,-89.25027777777778
ttu_491_place_40	Murphysboro	Q575379		37.7672,-89.3372
ttu_491_place_41	Denver	Q16554		39.739166666667,-104.98472222222
ttu_491_place_42	Illinois	Q1204		40.000277777777775,-89.25027777777778
ttu_491_place_43	Vietnam	Q881		16,108
ttu_491_place_44	Fort Benning	Q1438462		32.366111111111,-84.969166666667
