id	persName	QID	ttu_id
ttu_458_person_0	Ron Milam	Q110624764	
ttu_458_person_1	Ken Dicus		ttu_0001
ttu_458_person_2	Ken		ttu_0001
ttu_458_person_3	Captain Spires		ttu_0002
ttu_458_person_4	Hal Moore	Q430209	
ttu_458_person_5	Chief Warrant Officer Komich	Q110624834	
ttu_458_person_6	Mr. Komich	Q110624834	
ttu_458_person_7	Major Crandall	Q3431327	
ttu_458_person_8	Hal Moore	Q430209	
ttu_458_person_9	Hal Moore	Q430209	
ttu_458_person_10	Captain Spires		ttu_0002
ttu_458_person_11	Mr. Komich	Q110624834	
ttu_458_person_12	Ken		ttu_0001
