id	persName	QID	ttu_id
ttu_481_person_0	Philip F. Napoli	Q111599207	
ttu_481_person_1	Peggy Cornett	Q111846229	
ttu_481_person_2	Don Cornett	Q111844576	
ttu_481_person_3	Don Cornett	Q111844576	
ttu_481_person_4	Don Cornett	Q111844576	
ttu_481_person_5	Don Cornett	Q111844576	
ttu_481_person_6	Don Cornett	Q111844576	
ttu_481_person_7	Don Cornett	Q111844576	
ttu_481_person_9	Don Cornett	Q111844576	
ttu_481_person_10	Jack Smith	Q15486512	
ttu_481_person_11	Jack Smith	Q15486512	
ttu_481_person_12	Jack Smith	Q15486512	
ttu_481_person_13	Jack Smith	Q15486512	
ttu_481_person_14	Joseph L. Galloway	Q3185182	
ttu_481_person_15	Jack Smith	Q15486512	
ttu_481_person_16	Jack Smith	Q15486512	
ttu_481_person_17	Jack Smith	Q15486512	
ttu_481_person_18	Jack Smith	Q15486512	
ttu_481_person_19	Jack Smith	Q15486512	
ttu_481_person_21	Jack Smith	Q15486512	
ttu_481_person_22	Jack Smith	Q15486512	
ttu_481_person_23	Jack Smith	Q15486512	
ttu_481_person_24	Jack Smith	Q15486512	
ttu_481_person_25	Don Cornett	Q111844576	
ttu_481_person_26	Jack Smith	Q15486512	
ttu_481_person_27	Don Cornett	Q111844576	
ttu_481_person_28	Jack Smith	Q15486512	
ttu_481_person_29	Jack Smith	Q15486512	
ttu_481_person_30	Jack Smith	Q15486512	
ttu_481_person_31	Don Cornett	Q111844576	
ttu_481_person_32	Jack Smith	Q15486512	
ttu_481_person_33	Don Cornett	Q111844576	
ttu_481_person_34	Don Cornett	Q111844576	
ttu_481_person_35	Jack Smith	Q15486512	
ttu_481_person_36	Jack Smith	Q15486512	
ttu_481_person_37	Jack Smith	Q15486512	
ttu_481_person_38	Jack Smith	Q15486512	
ttu_481_person_39	Jack Smith	Q15486512	
ttu_481_person_40	Jack Smith	Q15486512	
ttu_481_person_41	Jack Smith	Q15486512	
ttu_481_person_42	Jack Smith	Q15486512	
ttu_481_person_43	Jack Smith	Q15486512	
ttu_481_person_44	Jack Smith	Q15486512	
ttu_481_person_45	Don Cornett	Q111844576	
ttu_481_person_46	Don Cornett	Q111844576	
ttu_481_person_47	Don Cornett	Q111844576	
ttu_481_person_48	Jack Smith	Q15486512	
ttu_481_person_49	Jack Smith	Q15486512	
ttu_481_person_50	Don Cornett	Q111844576	
ttu_481_person_51	Don Cornett	Q111844576	
ttu_481_person_52	Don Cornett	Q111844576	
ttu_481_person_53	James S. Brigham	Q111658774	
ttu_481_person_54	Don Cornett	Q111844576	
ttu_481_person_55	Don Cornett	Q111844576	
ttu_481_person_56	Don Cornett	Q111844576	
ttu_481_person_57	Don Cornett	Q111844576	
ttu_481_person_58	Don Cornett	Q111844576	
ttu_481_person_59	Don Cornett	Q111844576	
ttu_481_person_60	Don Cornett	Q111844576	
