id	orgName	QID	ttu_id
ttu_457_org_0	Sam Johnson Vietnam Center and Archive	Q110625527	
ttu_457_org_1	11th Airborne Division	Q169980	
ttu_457_org_2	11th Airborne Division	Q169980	
ttu_457_org_3	1st Cavalry Division	Q2338	
ttu_457_org_4	Hiller Aircraft	Q613362	
ttu_457_org_5	11th Airborne Division	Q169980	
ttu_457_org_6	11th Airborne Division	Q169980	
ttu_457_org_7	United States Army	Q9212	
ttu_457_org_8	United States Armed Forces	Q11211	
ttu_457_org_9	Army of the Republic of Vietnam	Q18917	
ttu_457_org_10	United States of America	Q30	
ttu_457_org_11	Army of the Republic of Vietnam	Q18917	
ttu_457_org_12	Army of the Republic of Vietnam	Q18917	
ttu_457_org_13	Nazi Germany	Q7318	
ttu_457_org_14	11th Airborne Division	Q169980	
ttu_457_org_15	11th Airborne Division	Q169980	
ttu_457_org_16	11th Airborne Division	Q169980	
ttu_457_org_17	11th Airborne Division	Q169980	
ttu_457_org_18	1st Cavalry Division	Q2338	
ttu_457_org_19	11th Airborne Division	Q169980	
ttu_457_org_20	Howze Board	Q5922668	
ttu_457_org_21	11th Airborne Division	Q169980	
ttu_457_org_22	Stars and Stripes	Q1813221	
ttu_457_org_23	Howze Board	Q5922668	
ttu_457_org_24	Howze Board	Q5922668	
ttu_457_org_25	11th Airborne Division	Q169980	
ttu_457_org_26	11th Airborne Division	Q169980	
ttu_457_org_27	United States Army	Q9212	
ttu_457_org_28	Federal Aviation Administration	Q335357	
ttu_457_org_29	United States Army	Q9212	
ttu_457_org_30	1st Cavalry Division	Q2338	
ttu_457_org_31	1st Cavalry Division	Q2338	
ttu_457_org_32	United States Army	Q9212	
ttu_457_org_33	1st Cavalry Division	Q2338	
ttu_457_org_34	11th Airborne Division	Q169980	
ttu_457_org_35	United States Congress	Q11268	
ttu_457_org_36	"A Company, 229th Aviation Battalion"	Q110647772	
ttu_457_org_37	Reader's Digest	Q371820	
ttu_457_org_38	United States of America	Q30	
ttu_457_org_39	United States of America	Q30	
ttu_457_org_40	People's Army of Vietnam	Q3936506	
ttu_457_org_41	United States of America	Q30	
ttu_457_org_42	United States of America	Q30	
ttu_457_org_43	1st Cavalry Division	Q2338	
ttu_457_org_44	1st Cavalry Division	Q2338	
ttu_457_org_45	1st Cavalry Division	Q2338	
ttu_457_org_46	United States of America	Q30	
ttu_457_org_47	1st Cavalry Division	Q2338	
ttu_457_org_48	United States Army	Q9212	
ttu_457_org_49	Sam Johnson Vietnam Center and Archive	Q110625527	
ttu_457_org_50	Texas Tech University	Q1423756	
ttu_457_org_51	11th Airborne Division	Q169980	
