id	orgName	QID	ttu_id
ttu_487_org_0	1st Cavalry Division	Q2338	
ttu_487_org_1	Ledger-Enquirer	Q6512650	
ttu_487_org_2	1st Cavalry Division	Q2338	
ttu_487_org_3	11th Airborne Division	Q169980	
ttu_487_org_4	United States Marine Corps	Q11218	
ttu_487_org_5	1st Cavalry Division	Q2338	
ttu_487_org_6	1st Cavalry Division	Q2338	
ttu_487_org_7	1st Cavalry Division	Q2338	
ttu_487_org_8	Newsweek	Q188413	
ttu_487_org_9	1st Cavalry Division	Q2338	
ttu_487_org_10	1st of the 9th		
ttu_487_org_11	11th Airborne Division	Q169980	
ttu_487_org_12	1st Cavalry Division	Q2338	
ttu_487_org_13	United States Marine Corps	Q11218	
ttu_487_org_14	101st Airborne Division	Q165256	
ttu_487_org_15	Ledger-Enquirer	Q6512650	
