id	persName	QID	ttu_id
ttu_509_person_39	Bruce Perry Crandall	Q3431327	
ttu_509_person_40	Bruce Perry Crandall	Q3431327	
ttu_509_person_41	John Mills	Q114749783	
ttu_509_person_42	Basil L. Plumley	Q2535583	
ttu_509_person_43	Thomas Metsker	Q111908651	
ttu_509_person_44	Mr. Nick		ttu_0204
ttu_509_person_45	James Dillion	Q1680278	
ttu_509_person_46	Charles Hastings	Q111903192	
ttu_509_person_47	Charles Hastings	Q5078834	
ttu_509_person_48	James Dillion	Q1680278	
ttu_509_person_49	Charles Hastings	Q111903192	
ttu_509_person_50	Jerry Whiteside	Q111903185	
ttu_509_person_51	Joseph L. Galloway	Q3185182	
ttu_509_person_52	Joseph L. Galloway	Q3185182	
ttu_509_person_53	Joseph L. Galloway	Q3185182	
ttu_509_person_54	Joseph L. Galloway	Q3185182	
ttu_509_person_55	Hal Moore	Q430209	
ttu_509_person_56	Peter Arnett	Q142025	
ttu_509_person_57	Peter Arnett	Q142025	
ttu_509_person_58	Peter Arnett	Q142025	
ttu_509_person_59	Peter Arnett	Q142025	
ttu_509_person_60	Joseph L. Galloway	Q3185182	
ttu_509_person_61	Joseph L. Galloway	Q3185182	
ttu_509_person_62	Joseph L. Galloway	Q3185182	
ttu_509_person_63	Joseph L. Galloway	Q3185182	
ttu_509_person_64	Peter Arnett	Q142025	
ttu_509_person_65	Neil Sheehan	Q1238740	
ttu_509_person_66	Desley Neil	Q42596349	
ttu_509_person_67	Joseph L. Galloway	Q3185182	
ttu_509_person_68	Joseph L. Galloway	Q3185182	
ttu_509_person_69	Gregory P. Dillon	Q111442679	
ttu_509_person_70	Charles Hastings	Q5078834	
ttu_509_person_71	Gregory P. Dillon	Q111442679	
ttu_509_person_72	Thomas Metsker	Q111908651	
ttu_509_person_73	Nguyễn Hữu An	Q3365133	
ttu_509_person_74	Henry Herrick	Q111443617	
ttu_509_person_75	Henry Herrick	Q111443617	
ttu_509_person_76	Henry Herrick	Q111443617	
ttu_509_person_77	Henry Herrick	Q111443617	
ttu_509_person_78	Lyndon B. Johnson	Q9640	
ttu_509_person_79	Henry Herrick	Q111443617	
ttu_509_person_80	John D. Herren	Q111678638	
ttu_509_person_81	Henry Herrick	Q111443617	
ttu_509_person_82	John D. Herren	Q111678638	
ttu_509_person_83	John D. Herren	Q111678638	
ttu_509_person_84	John D. Herren	Q111678638	
ttu_509_person_85	John D. Herren	Q111678638	
ttu_509_person_86	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_87	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_88	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_89	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_90	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_91	"Clyde ""Ernie"" Savage"	Q111811563	
ttu_509_person_92	John Geoghegan	Q6235071	
ttu_509_person_93	Barbara		ttu_0205
ttu_509_person_94	John Geoghegan	Q6235071	
ttu_509_person_95	Barbara		ttu_0205
ttu_509_person_96	John Geoghegan	Q6235071	
ttu_509_person_97	Barbara		ttu_0205
ttu_509_person_98	John Geoghegan	Q6235071	
ttu_509_person_99	John Geoghegan	Q6235071	
ttu_509_person_100	John Geoghegan	Q6235071	
ttu_509_person_101	John Geoghegan	Q6235071	
ttu_509_person_102	Neil Allen Kroger	Q111653506	
ttu_509_person_103	Jeffrey		
ttu_509_person_104	Charles Hastings	Q111903192	
ttu_509_person_105	John Geoghegan	Q6235071	
ttu_509_person_106	Willie Frank Godboldt	Q114769737	
ttu_509_person_107	Robert Jemison Jr.	Q111988670	
ttu_509_person_108	Robert Jemison Jr.	Q111988670	
ttu_509_person_109	John Geoghegan	Q6235071	
ttu_509_person_110	John Geoghegan	Q6235071	
ttu_509_person_111	John Geoghegan	Q6235071	
ttu_509_person_112	John Geoghegan	Q6235071	
ttu_509_person_113	Larry Gilreath	Q111805405	
ttu_509_person_114	Larry Gilreath	Q111805405	
ttu_509_person_115	Neil Allen Kroger	Q111653506	
ttu_509_person_116	Larry Gilreath	Q111805405	
ttu_509_person_117	Luther Vermont Gilreath	Q111678633	
ttu_509_person_118	Luther Vermont Gilreath	Q111678633	
ttu_509_person_119	Larry Gilreath	Q111805405	
ttu_509_person_120	Andrey Diduryk	Q4161376	
ttu_509_person_121	Rick Rescorla	Q6068455	
ttu_509_person_122	Andrey Diduryk	Q4161376	
ttu_509_person_123	Rick Rescorla	Q6068455	
ttu_509_person_124	David George Ouellet	Q5234085	
ttu_509_person_125	David George Ouellet	Q5234085	
ttu_509_person_126	David George Ouellet	Q5234085	
ttu_509_person_127	Thomas Burlile	Q114769997	
ttu_509_person_128	Hal Moore	Q430209	
ttu_509_person_129	Joseph L. Galloway	Q3185182	
ttu_509_person_130	Gregory P. Dillon	Q111442679	
ttu_509_person_131	Charles Hastings	Q111903192	
ttu_509_person_132	Charles Hastings	Q111903192	
ttu_509_person_133	Charles Hastings	Q111903192	
ttu_509_person_134	David George Ouellet	Q5234085	
ttu_509_person_135	David George Ouellet	Q5234085	
ttu_509_person_136	Joseph L. Galloway	Q3185182	
ttu_509_person_137	Jimmy D. Nakayama	Q114770304	
ttu_509_person_138	Andrey Diduryk	Q4161376	
ttu_509_person_139	Rick Rescorla	Q6068455	
ttu_509_person_140	Andrey Diduryk	Q4161376	
ttu_509_person_141	Andrey Diduryk	Q4161376	
ttu_509_person_142	Randall Wallace	Q1339625	
ttu_509_person_143	Randall Wallace	Q1339625	
ttu_509_person_144	Hal Moore	Q430209	
ttu_509_person_145	Julie		
ttu_509_person_146	Joseph L. Galloway	Q3185182	
ttu_509_person_147	Julie		
ttu_509_person_148	Julie		
ttu_509_person_149	Jack Earl Gell	Q114767621	
ttu_509_person_150	Ramon Antonio Nadal	Q111442803	
ttu_509_person_151	Jack Earl Gell	Q114767621	
ttu_509_person_152	Jack Earl Gell	Q114767621	
ttu_509_person_153	Ramon Antonio Nadal	Q111442803	
ttu_509_person_154	Ramon Antonio Nadal	Q111442803	
ttu_509_person_155	Jack Earl Gell	Q114767621	
ttu_509_person_156	Carole Crowley		ttu_0206
ttu_509_person_157	Julie		
ttu_509_person_158	Jack Earl Gell	Q114767621	
ttu_509_person_159	Julie		
ttu_509_person_160	Julie		
ttu_509_person_161	Julie		
ttu_509_person_162	Julie		
ttu_509_person_163	Randall Wallace	Q1339625	
ttu_509_person_164	Randall Wallace	Q1339625	
ttu_509_person_165	Julie		
ttu_509_person_166	Bruce Perry Crandall	Q3431327	
ttu_509_person_167	John Geoghegan	Q6235071	
ttu_509_person_168	Peter Arnett	Q142025	
ttu_509_person_169	William Beck	Q111660664	
ttu_509_person_170	William Beck	Q111660664	
ttu_509_person_171	Russell Adams	Q114770597	
ttu_509_person_172	William Beck	Q111660664	
ttu_509_person_173	William Beck	Q111660664	
ttu_509_person_174	William Beck	Q111660664	
ttu_509_person_175	William Beck	Q111660664	
ttu_509_person_176	William Beck	Q111660664	
ttu_509_person_177	William Beck	Q111660664	
ttu_509_person_178	William Beck	Q111660664	
ttu_509_person_179	William Beck	Q111660664	
ttu_509_person_180	Robert H. Edwards	Q111008041	
ttu_509_person_181	Robert H. Edwards	Q111008041	
ttu_509_person_182	William Beck	Q111660664	
ttu_509_person_183	Robert H. Edwards	Q111008041	
ttu_509_person_184	William Beck	Q111660664	
ttu_509_person_185	Robert H. Edwards	Q111008041	
ttu_509_person_186	Robert H. Edwards	Q111008041	
ttu_509_person_187	Glenn Alexander Kennedy	Q111903264	
ttu_509_person_188	Robert H. Edwards	Q111008041	
ttu_509_person_189	Myron Harrington	Q114770613	
ttu_509_person_190	Glenn Alexander Kennedy	Q111903264	
ttu_509_person_191	Julie		
ttu_509_person_192	Barbara Ann Weathers Geoghegan Johns	Q111653150	
ttu_509_person_193	Harry Kinnard	Q2138194	
ttu_509_person_194	Joseph L. Galloway	Q3185182	
ttu_509_person_195	John Geoghegan	Q6235071	
ttu_509_person_196	Lawrence S. Gwin	Q111686250	
ttu_509_person_197	George Forrest	Q111597595	
ttu_509_person_198	Forrest Sawyer	Q114770681	
ttu_509_person_199	Joseph L. Galloway	Q3185182	
ttu_509_person_200	Joseph L. Galloway	Q3185182	
