id	persName	QID	ttu_id
ttu_509_person_0	Hal Moore	Q430209	
ttu_509_person_1	Richard Verrone	Q111653126	
ttu_509_person_2	Hal Moore	Q430209	
ttu_509_person_3	Harry Kinnard	Q2138194	
ttu_509_person_4	Võ Nguyên Giáp	Q179910	
ttu_509_person_5	Vũ Văn Dũng	Q195635	
ttu_509_person_6	Nguyễn Hữu An	Q3365133	
ttu_509_person_7	Nguyễn Hữu An	Q3365133	
ttu_509_person_8	Joseph L. Galloway	Q3185182	
ttu_509_person_9	Harry S Truman	Q11613	
ttu_509_person_10	Nguyễn Hữu An	Q3365133	
ttu_509_person_11	Vũ Văn Dũng	Q195635	
ttu_509_person_12	Duong Van Minh	Q334419	
ttu_509_person_13	Nguyễn Hữu An	Q3365133	
ttu_509_person_14	Montagnard		
ttu_509_person_15	Basil L. Plumley	Q2535583	
ttu_509_person_16	Basil L. Plumley	Q2535583	
ttu_509_person_17	Basil L. Plumley	Q2535583	
ttu_509_person_18	Basil L. Plumley	Q2535583	
ttu_509_person_19	Basil L. Plumley	Q2535583	
ttu_509_person_20	Basil L. Plumley	Q2535583	
ttu_509_person_21	John Norton	Q18808349	
ttu_509_person_22	Basil L. Plumley	Q2535583	
ttu_509_person_23	Basil L. Plumley	Q2535583	
ttu_509_person_24	Basil L. Plumley	Q2535583	
ttu_509_person_25	Basil L. Plumley	Q2535583	
ttu_509_person_26	Joseph L. Galloway	Q3185182	
ttu_509_person_27	Joseph L. Galloway	Q3185182	
ttu_509_person_28	Basil L. Plumley	Q2535583	
ttu_509_person_29	Joseph L. Galloway	Q3185182	
ttu_509_person_30	Joseph L. Galloway	Q3185182	
ttu_509_person_31	Joseph L. Galloway	Q3185182	
ttu_509_person_32	Joseph L. Galloway	Q3185182	
ttu_509_person_33	Joseph L. Galloway	Q3185182	
ttu_509_person_34	Joseph L. Galloway	Q3185182	
ttu_509_person_35	Joseph L. Galloway	Q3185182	
ttu_509_person_36	Joseph L. Galloway	Q3185182	
ttu_509_person_37	Thomas W. Brown	Q111630856	
ttu_509_person_38	Gregory P. Dillon	Q111442679	
