id	persName	QID	ttu_id
ttu_468_person_0	Ron Milam	Q110624764	
ttu_468_person_1	Steven Hansen		ttu_0115
ttu_468_person_2	Steven		ttu_0115
ttu_468_person_3	Tony Nadal		ttu_0116
ttu_468_person_4	Tony Nadal		ttu_0116
ttu_468_person_5	Ray Tanner		ttu_0114
ttu_468_person_6	Ray Tanner		ttu_0114
ttu_468_person_7	Fort Stewart		
ttu_468_person_8	Lyndon B. Johnson	Q9640	
ttu_468_person_9	Lyndon B. Johnson	Q9640	
ttu_468_person_10	Lyndon B. Johnson	Q9640	
ttu_468_person_11	Tony Nadal		ttu_0116
ttu_468_person_12	Tony		ttu_0116
ttu_468_person_13	Tony Nadal		ttu_0116
ttu_468_person_14	John Herren		ttu_0117
ttu_468_person_15	Bob Edwards		ttu_0118
ttu_468_person_16	Tony		ttu_0116
ttu_468_person_17	Tony		ttu_0116
ttu_468_person_18	Bob Gomez		ttu_0119
