id	placeName	QID	ttu_id	coordinate location
ttu_457_place_2	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_3	Fort Rucker	Q1292067		"31.34,-85.71"
ttu_457_place_4	Fort Wolters	Q5472364		"32.8525,-98.0311"
ttu_457_place_5	Fort Wolters	Q5472364		"32.8525,-98.0311"
ttu_457_place_6	Fort Rucker	Q1292067		"31.34,-85.71"
ttu_457_place_7	Fort Wolters	Q5472364		"32.8525,-98.0311"
ttu_457_place_8	Fort Rucker	Q1292067		"31.34,-85.71"
ttu_457_place_9	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_10	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_11	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_12	South Carolina	Q1456		"34,-81"
ttu_457_place_13	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_14	Bastogne	Q34021		"50.004166666667,5.72"
ttu_457_place_15	Germany	Q183		"51,10"
ttu_457_place_16	United States of America	Q30		"39.828175,-98.5795"
ttu_457_place_17	Ia Drang Valley	Q2904975		"13.583333333333,107.71666666667"
ttu_457_place_18	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_19	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_20	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_21	Vietnam	Q881		"16,108"
ttu_457_place_22	Vietnam	Q881		"16,108"
ttu_457_place_23	Vietnam	Q881		"16,108"
ttu_457_place_24	Vietnam	Q881		"16,108"
ttu_457_place_25	Qui Nhon	Q36081		"13.769581,109.231372"
ttu_457_place_26	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_27	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_28	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_29	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_30	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_31	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_32	Georgia	Q1428		"33,-83.5"
ttu_457_place_33	South Carolina	Q1456		"34,-81"
ttu_457_place_34	Central Highlands	Q1140648		"13.75,108.25"
ttu_457_place_35	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_36	Pleiku	Q30599		"13.971519,108.014673"
ttu_457_place_37	An Khê	Q15179893		"13.9530664,108.6569463"
ttu_457_place_38	Qui Nhơn	Q36081		"13.769580555555555,109.23137222222222"
ttu_457_place_39	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_40	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_41	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_42	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_43	Pleiku	Q30599		"13.971519,108.014673"
ttu_457_place_44	Pleiku	Q30599		"13.971519,108.014673"
ttu_457_place_45	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_46	LZ Falcon	Q110624865		"13.62278,107.76417"
ttu_457_place_47	Pleiku	Q30599		"13.971519,108.014673"
ttu_457_place_48	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_49	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_50	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_51	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_52	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_53	Pleiku	Q30599		"13.971519,108.014673"
ttu_457_place_54	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_55	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_58	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_59	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_60	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_61	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_62	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_63	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_66	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_67	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_68	Vietnam	Q881		"16,108"
ttu_457_place_69	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_70	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_71	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_72	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_73	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_74	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_75	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_76	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_77	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_78	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_79	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_81	LZ Albany	Q110624853		"13.59528,107.71528"
ttu_457_place_82	LZ X-Ray	Q110624850		"13.567944,107.714"
ttu_457_place_83	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_84	Fort Benning	Q1438462		"32.366111111111,-84.969166666667"
ttu_457_place_85	LZ Albany	Q110624853		"13.59528,107.71528"
